Volume,Close Price,Timestamp (EST)
717,544.35,2024-08-14 17:43:00
387,544.35,2024-08-14 17:44:00
220,544.39,2024-08-14 17:45:00
122,544.4,2024-08-14 17:46:00
206,544.45,2024-08-14 17:48:00
224,544.45,2024-08-14 17:49:00
1453,544.5,2024-08-14 17:50:00
208,544.47,2024-08-14 17:57:00
111,544.5,2024-08-14 17:58:00
2747,544.3,2024-08-14 18:00:00
3573,544.42,2024-08-14 18:01:00
774,544.3,2024-08-14 18:02:00
1427,544.3,2024-08-14 18:03:00
840,544.3,2024-08-14 18:04:00
298,544.33,2024-08-14 18:05:00
1727,544.31,2024-08-14 18:08:00
1638,544.37,2024-08-14 18:09:00
944,544.41,2024-08-14 18:10:00
211,544.4,2024-08-14 18:11:00
111,544.38,2024-08-14 18:13:00
164,544.3,2024-08-14 18:14:00
1644,544.22,2024-08-14 18:15:00
258,544.24,2024-08-14 18:17:00
719,544.24,2024-08-14 18:20:00
643,544.24,2024-08-14 18:21:00
159,544.1,2024-08-14 18:24:00
1014,544.1,2024-08-14 18:25:00
2640,543.94,2024-08-14 18:26:00
2791,543.99,2024-08-14 18:27:00
1118,544.03,2024-08-14 18:28:00
180,543.99,2024-08-14 18:30:00
649,544,2024-08-14 18:31:00
132,544.05,2024-08-14 18:34:00
5211,544,2024-08-14 18:36:00
236,544.09,2024-08-14 18:38:00
431,544.12,2024-08-14 18:42:00
1450,544.11,2024-08-14 18:43:00
225,543.991,2024-08-14 18:44:00
2834,544.06,2024-08-14 18:48:00
1005,544.04,2024-08-14 18:51:00
116,544.12,2024-08-14 18:53:00
280,544.1,2024-08-14 18:54:00
769,544.1,2024-08-14 18:58:00
515,544.1,2024-08-14 18:59:00
696,544.2,2024-08-14 19:01:00
1258,544.21,2024-08-14 19:02:00
413,544.3,2024-08-14 19:03:00
276,544.3,2024-08-14 19:05:00
518,544.34,2024-08-14 19:07:00
218,544.32,2024-08-14 19:08:00
340,544.32,2024-08-14 19:09:00
418,544.29,2024-08-14 19:11:00
152,544.27,2024-08-14 19:14:00
2917,544.16,2024-08-14 19:19:00
4991,543.91,2024-08-14 19:30:00
2730,543.75,2024-08-14 19:31:00
2323,543.78,2024-08-14 19:32:00
213,543.92,2024-08-14 19:33:00
1239,543.84,2024-08-14 19:34:00
173,543.9,2024-08-14 19:35:00
254,543.81,2024-08-14 19:37:00
144,543.8,2024-08-14 19:38:00
117,543.86,2024-08-14 19:39:00
254,543.84,2024-08-14 19:40:00
1044,543.84,2024-08-14 19:42:00
753,543.78,2024-08-14 19:45:00
2894,543.7,2024-08-14 19:46:00
989,543.51,2024-08-14 19:47:00
737,543.641,2024-08-14 19:49:00
3245,543.66,2024-08-14 19:50:00
396,543.6,2024-08-14 19:52:00
1683,543.72,2024-08-14 19:55:00
1254,543.78,2024-08-14 19:56:00
1437,543.731,2024-08-14 19:57:00
470,543.75,2024-08-14 19:58:00
2542,543.73,2024-08-14 19:59:00
